Player,Team,Nation,Pos,Age,MP,Starts_x,Min,Ast_x,G-PK,PKatt_x,CrdY,CrdR,xG_x,npxG_x,xAG_x,PrgC_x,PrgP_x,PrgR_x,Ast_x,G-PK,G+A-PK,xG_x,xAG_x,xG+xAG,npxG_x,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_y,PKA,PKsv,PKm,Save%,Gls,Sh_x,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG_y,npxG_y,npxG/Sh,G-xG,np:G-xG,Cmp_x,Att_x,Cmp%,TotDist_x,PrgDist_x,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Ast_y,xAG_y,xA,A-xAG,KP,1/3_x,PPA,CrsPA,PrgP_y,Live_x,Dead,FK_y,TB,Sw,Crs_x,TI,CK,In,Out,Str,Off_x,Blocks_x,SCA,SCA90,PassLive,PassDead,TO,Sh_y,Fld_x,Def,GCA,GCA90,PassLive,PassDead,TO,Sh_y,Fld_x,Def,Tkl,TklW,Def 3rd_x,Mid 3rd_x,Att 3rd_x,Tkl,Att_y,Tkl%,Lost_x,Blocks_y,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd_y,Mid 3rd_y,Att 3rd_y,Att Pen,Live_y,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_y,PrgDist_y,PrgC_y,1/3_y,CPA,Mis,Dis,Rec,PrgR_y,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,onxG,onxGA,Fls,Fld_y,Off_y,OG,Recov,Won,Lost_y,Won%
Raphaël Varane,Manchester Utd,fr FRA,DF,30,22,16,"1,375",0,1,0,2,0,1.3,1.3,0.1,16,59,2,0.00,0.07,0.07,0.08,0.00,0.09,0.08,,,,,,,,,,,,,,,,1,8,2,25.0,0.52,0.13,0.13,0.50,9.2,0,0,0,1.3,1.3,0.16,-0.3,-0.3,694,781,88.9,11976,3767,282,301,93.7,350,381,91.9,45,68,66.2,0,0.1,0.6,-0.1,1,59,4,0,59,708,69,24,1,0,0,3,0,0,0,0,4,4,16,1.05,13,1,0,2,0,0,2,0.13,2,0,0,0,0,0,18,11,10,7,1,10,14,71.4,4,23,18,5,15,33,88,0,945,178,469,434,44,11,945,2,1,50.0,1,50.0,549,3541,2161,16,11,0,6,2,569,2,81,12,6,12,4,1.91,25,23,25.2,27.5,8,3,2,0,67,21,5,80.8
Rasmus Højlund,Manchester Utd,dk DEN,FW,20,30,25,"2,158",2,10,0,2,0,7.6,7.6,1.6,36,33,111,0.08,0.42,0.50,0.32,0.07,0.38,0.32,,,,,,,,,,,,,,,,10,38,20,52.6,1.58,0.83,0.26,0.50,11.6,0,0,0,7.6,7.6,0.20,+2.4,+2.4,304,402,75.6,3552,884,199,247,80.6,58,77,75.3,11,12,91.7,2,1.6,0.9,+0.4,28,14,14,1,33,369,30,0,1,0,6,2,0,0,0,0,3,16,58,2.42,43,0,5,4,3,3,4,0.17,2,0,2,0,0,0,11,7,2,3,6,5,13,38.5,8,9,1,8,1,12,19,0,612,20,61,262,297,96,612,38,18,47.4,18,47.4,356,2100,1101,36,26,15,50,29,429,111,81,8,5,26,0,1.60,36,35,35.1,40.9,20,30,15,0,60,25,65,27.8
Rayan Aït-Nouri,Wolves,dz ALG,"DF,MF",22,33,29,"2,329",1,2,0,7,0,3.3,3.3,2.4,67,99,99,0.04,0.08,0.12,0.13,0.09,0.22,0.13,,,,,,,,,,,,,,,,2,24,8,33.3,0.93,0.31,0.08,0.25,16.8,0,0,0,3.3,3.3,0.14,-1.3,-1.3,1005,1190,84.5,13946,3935,627,688,91.1,297,344,86.3,38,72,52.8,1,2.4,1.7,-1.4,25,60,13,4,99,1047,138,24,2,5,41,106,8,5,2,0,5,24,65,2.51,41,9,6,3,6,0,5,0.19,2,0,0,0,3,0,71,44,41,23,7,28,49,57.1,21,32,6,26,15,86,38,0,1522,56,406,698,446,49,1522,115,62,53.9,39,33.9,868,4904,2435,67,48,8,51,56,1007,99,76,10,4,30,0,1.21,36,43,32.8,45.5,25,53,8,0,136,21,25,45.7
Raúl Jiménez,Fulham,mx MEX,FW,32,24,18,"1,395",0,7,0,3,1,5.2,5.2,1.5,11,24,87,0.00,0.45,0.45,0.33,0.10,0.43,0.33,,,,,,,,,,,,,,,,7,41,17,41.5,2.65,1.10,0.17,0.41,14.7,0,0,0,5.2,5.2,0.13,+1.8,+1.8,262,382,68.6,3408,717,162,201,80.6,54,90,60.0,17,33,51.5,0,1.5,1.0,-1.5,11,23,11,2,24,370,11,4,4,3,7,1,0,0,0,0,1,13,27,1.74,15,0,4,6,1,1,3,0.19,0,0,1,2,0,0,18,12,4,8,6,7,20,35.0,13,11,3,8,4,22,13,0,567,22,58,269,240,67,567,24,10,41.7,12,50.0,317,1407,453,11,14,5,44,32,442,87,71,4,6,19,5,1.25,25,26,17.3,28.8,17,21,12,0,43,44,59,42.7
Reece Burke,Luton Town,eng ENG,DF,26,22,20,"1,660",4,0,0,5,0,1.3,1.3,1.4,11,67,14,0.22,0.00,0.22,0.07,0.07,0.15,0.07,,,,,,,,,,,,,,,,0,13,3,23.1,0.70,0.16,0.00,0.00,14.3,0,0,0,1.3,1.3,0.12,-1.3,-1.3,547,719,76.1,10396,4169,200,247,81.0,280,325,86.2,57,120,47.5,4,1.4,0.9,+2.6,13,58,9,3,67,689,29,9,0,2,13,20,0,0,0,0,1,15,21,1.14,15,1,0,5,0,0,4,0.22,3,0,0,1,0,0,37,23,17,14,6,12,26,46.2,14,25,18,7,18,55,78,1,929,98,378,440,117,20,929,8,4,50.0,2,25.0,455,2080,1210,11,8,0,18,5,508,14,79,12,2,41,3,0.68,24,37,21.8,36.5,20,12,1,0,62,46,32,59.0
Reece James,Chelsea,eng ENG,DF,23,10,5,419,2,0,0,2,2,0.3,0.3,1.7,19,21,35,0.43,0.00,0.43,0.07,0.37,0.44,0.07,,,,,,,,,,,,,,,,0,7,1,14.3,1.50,0.21,0.00,0.00,20.9,3,0,0,0.3,0.3,0.04,-0.3,-0.3,275,341,80.6,4433,1383,144,163,88.3,104,130,80.0,19,34,55.9,2,1.7,1.6,+0.3,11,21,6,3,21,284,57,10,4,2,28,46,1,0,1,0,0,5,15,3.22,13,1,0,1,0,0,3,0.64,2,0,0,1,0,0,14,9,10,3,1,8,10,80.0,2,4,4,0,3,17,7,1,391,26,118,153,124,20,391,15,9,60.0,4,26.7,217,1061,548,19,8,3,6,6,245,35,62,0,5,21,0,1.20,8,11,8.1,9.6,4,5,2,0,28,8,5,61.5
Reiss Nelson,Arsenal,eng ENG,FW,23,15,1,268,0,0,0,1,0,0.2,0.2,0.6,9,5,26,0.00,0.00,0.00,0.07,0.20,0.27,0.07,,,,,,,,,,,,,,,,0,4,1,25.0,1.34,0.34,0.00,0.00,19.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,127,144,88.2,1674,298,80,83,96.4,31,36,86.1,6,12,50.0,0,0.6,0.4,-0.6,5,1,6,2,5,132,12,4,0,1,14,3,5,4,0,0,0,3,9,3.02,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0,9,6,5,1,3,8,10,80.0,2,5,1,4,1,10,5,0,188,8,30,67,96,13,188,7,1,14.3,6,85.7,129,729,281,9,5,4,11,4,128,26,74,0,14,14,15,2.27,10,1,7.0,2.2,5,6,0,0,22,0,5,0.0
Rhian Brewster,Sheffield Utd,eng ENG,"FW,MF",23,13,3,346,0,0,0,0,1,0.4,0.4,0.1,1,3,21,0.00,0.00,0.00,0.09,0.03,0.12,0.09,,,,,,,,,,,,,,,,0,7,3,42.9,1.82,0.78,0.00,0.00,23.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,52,76,68.4,702,178,35,41,85.4,10,22,45.5,4,7,57.1,0,0.1,0.1,-0.1,2,6,1,0,3,73,3,0,0,0,3,0,0,0,0,0,0,1,7,1.82,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,5,1,1,2,2,0,2,0.0,2,2,0,2,1,6,2,0,113,2,9,47,57,16,113,5,0,0.0,4,80.0,62,201,75,1,4,3,8,8,81,21,61,0,10,16,1,0.54,0,8,1.7,7.2,5,5,1,0,9,4,19,17.4
Rhys Norrington-Davies,Sheffield Utd,wls WAL,DF,24,5,2,110,0,0,0,1,0,0.0,0.0,0.0,3,2,6,0.00,0.00,0.00,0.00,0.01,0.01,0.00,,,,,,,,,,,,,,,,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,48,67,71.6,811,222,23,25,92.0,23,31,74.2,2,7,28.6,0,0.0,0.0,0.0,1,1,0,0,2,55,12,1,0,1,2,11,0,0,0,0,0,2,1,0.82,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,1,2,0,2,1,2,2,0,77,4,26,38,14,1,77,1,1,100.0,0,0.0,46,266,119,3,1,0,2,2,47,6,27,0,3,19,1,0.80,1,6,1.7,2.5,3,1,1,0,4,1,1,50.0
Richarlison,Tottenham,br BRA,FW,26,28,18,"1,491",4,11,0,3,0,9.6,9.6,2.1,26,38,106,0.24,0.66,0.91,0.58,0.13,0.70,0.58,,,,,,,,,,,,,,,,11,62,25,40.3,3.74,1.51,0.18,0.44,12.9,0,0,0,9.6,9.6,0.15,+1.4,+1.4,267,392,68.1,3761,956,153,193,79.3,85,119,71.4,10,15,66.7,4,2.1,1.4,+1.9,15,21,13,1,38,360,29,3,2,3,14,1,0,0,0,0,3,25,34,2.05,23,0,3,5,2,1,5,0.30,5,0,0,0,0,0,16,11,4,8,4,2,10,20.0,8,32,6,26,8,24,23,0,652,33,88,248,322,121,652,37,10,27.0,23,62.2,394,1656,712,26,11,17,53,40,459,106,74,6,10,15,1,1.82,37,18,30.2,25.6,20,30,12,0,42,25,57,30.5
Rico Henry,Brentford,eng ENG,DF,26,5,5,401,1,0,0,1,0,0.1,0.1,1.0,13,20,12,0.22,0.00,0.22,0.02,0.22,0.24,0.02,,,,,,,,,,,,,,,,0,2,0,0.0,0.45,0.00,0.00,N/a,19.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,147,183,80.3,2291,763,82,94,87.2,51,61,83.6,11,19,57.9,1,1.0,0.8,0.0,4,10,7,2,20,165,17,2,0,3,11,15,0,0,0,0,1,4,13,2.92,10,0,3,0,0,0,3,0.67,2,0,1,0,0,0,7,5,3,3,1,6,7,85.7,1,8,3,5,5,12,5,1,227,14,78,93,59,7,227,10,7,70.0,1,10.0,115,698,372,13,3,3,8,7,126,12,80,4,0,N/a,0,1.20,8,5,9.8,5.1,4,6,2,0,24,4,5,44.4
Rico Lewis,Manchester City,eng ENG,"DF,MF",18,16,8,809,0,2,0,1,0,0.6,0.6,1.1,21,33,46,0.00,0.22,0.22,0.07,0.12,0.19,0.07,,,,,,,,,,,,,,,,2,5,4,80.0,0.56,0.44,0.40,0.50,15.5,0,0,0,0.6,0.6,0.13,+1.4,+1.4,518,568,91.2,7100,1127,339,351,96.6,159,170,93.5,12,20,60.0,0,1.1,1.2,-1.1,13,29,9,0,33,525,43,9,1,0,1,34,0,0,0,0,0,11,15,1.67,15,0,0,0,0,0,0,0.00,0,0,0,0,0,0,10,7,4,4,2,3,7,42.9,4,7,1,6,4,14,6,0,620,8,119,287,220,30,620,9,4,44.4,4,44.4,380,1758,964,21,20,5,2,12,486,46,83,4,8,19,22,2.25,26,9,19.1,9.0,7,20,0,0,42,0,6,0.0
Robert Sánchez,Chelsea,es ESP,GK,25,16,16,"1,433",0,0,0,2,0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25,1.57,78,52,70.5,5,4,7,3,18.8,3,2,1,0,33.3,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,500,609,82.1,11860,7720,135,136,99.3,250,257,97.3,112,211,53.1,0,0.0,0.0,0.0,0,8,0,0,1,487,120,29,0,2,0,0,0,0,0,0,2,0,2,0.13,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,N/a,0,0,0,0,0,0,11,3,649,561,644,5,0,0,649,0,0,N/a,0,N/a,392,1890,1130,0,0,0,1,0,360,0,90,15,0,N/a,2,1.19,26,25,30.2,23.7,0,1,0,0,20,3,0,100.0
Robin Olsen,Aston Villa,se SWE,GK,33,5,4,405,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13,2.89,34,20,61.8,1,0,3,0,0.0,1,0,1,0,100.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,165,203,81.3,3545,2046,49,49,100.0,89,90,98.9,26,63,41.3,0,0.0,0.0,0.0,0,1,0,0,0,163,40,13,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,N/a,0,0,0,0,0,0,1,0,216,200,215,1,0,0,216,0,0,N/a,0,N/a,131,626,303,0,0,0,0,0,115,0,90,4,1,45,26,0.80,4,13,4.5,10.1,0,2,0,0,4,2,0,100.0
Rodri,Manchester City,es ESP,MF,27,34,34,"2,931",9,8,0,8,1,4.1,4.1,3.9,76,376,55,0.28,0.25,0.52,0.12,0.12,0.24,0.12,,,,,,,,,,,,,,,,8,62,22,35.5,1.90,0.68,0.13,0.36,20.6,0,0,0,4.1,4.1,0.07,+3.9,+3.9,3365,3656,92.0,57256,15766,1676,1774,94.5,1273,1360,93.6,340,401,84.8,9,3.9,6.1,+5.1,49,378,61,0,376,3572,79,69,15,36,12,6,3,0,0,0,5,22,157,4.82,130,2,8,5,6,6,23,0.71,17,0,3,1,1,1,70,43,25,33,12,29,60,48.3,31,32,8,24,26,96,41,4,3988,114,664,2337,1013,80,3988,64,42,65.6,14,21.9,2513,11575,6408,76,88,12,23,32,3242,55,86,27,0,N/a,1,2.59,87,26,72.0,28.7,41,35,6,0,235,54,22,71.1
Rodrigo Bentancur,Tottenham,uy URU,MF,26,23,13,"1,005",1,1,0,7,0,1.9,1.9,0.5,16,72,31,0.09,0.09,0.18,0.17,0.04,0.22,0.17,,,,,,,,,,,,,,,,1,18,4,22.2,1.61,0.36,0.06,0.25,16.3,0,0,0,1.9,1.9,0.11,-0.9,-0.9,674,800,84.3,10011,2610,384,426,90.1,244,282,86.5,29,41,70.7,1,0.5,1.1,+0.5,8,69,11,1,72,786,10,9,4,0,9,0,0,0,0,0,4,26,31,2.78,26,0,1,2,0,2,4,0.36,3,0,0,0,0,1,23,15,10,11,2,10,24,41.7,14,15,4,11,17,40,16,1,931,36,174,512,250,29,931,21,11,52.4,8,38.1,573,2769,1148,16,22,2,16,19,730,31,59,1,10,24,0,1.43,17,25,19.9,20.7,20,17,0,0,54,14,22,38.9
Rodrigo Muniz,Fulham,br BRA,FW,22,26,18,"1,593",1,9,0,1,0,8.7,8.7,2.0,8,19,76,0.06,0.51,0.56,0.49,0.12,0.61,0.49,,,,,,,,,,,,,,,,9,73,26,35.6,4.12,1.47,0.12,0.35,11.8,0,0,0,8.7,8.7,0.12,+0.3,+0.3,136,222,61.3,2018,532,74,113,65.5,39,64,60.9,12,16,75.0,1,2.0,0.9,-1.0,18,14,7,0,19,207,14,0,1,1,2,0,0,0,0,0,1,4,39,2.20,21,0,3,9,4,2,2,0.11,1,0,0,1,0,0,7,3,1,5,1,1,6,16.7,5,9,3,6,6,13,20,0,462,30,45,201,220,118,462,20,5,25.0,13,65.0,257,788,258,8,4,4,54,34,343,76,80,7,8,18,7,1.04,24,27,25.5,26.1,24,34,4,0,34,74,109,40.4
Ross Barkley,Luton Town,eng ENG,MF,29,32,30,"2,618",4,5,0,6,0,4.1,4.1,3.7,48,163,39,0.14,0.17,0.31,0.14,0.13,0.27,0.14,,,,,,,,,,,,,,,,5,66,19,28.8,2.27,0.65,0.08,0.26,21.5,6,0,0,4.1,4.1,0.06,+0.9,+0.9,1218,1474,82.6,21602,6544,550,611,90.0,473,533,88.7,147,226,65.0,4,3.7,2.7,+0.3,44,138,27,1,163,1329,139,94,4,24,45,14,16,8,8,0,6,31,104,3.58,67,11,14,6,3,3,11,0.38,6,2,1,1,1,0,47,19,16,21,10,11,48,22.9,37,25,9,16,25,72,51,2,1778,73,374,1012,430,39,1778,104,66,63.5,34,32.7,1006,6416,2807,48,49,4,27,56,1115,39,86,24,2,15,0,0.69,43,66,31.4,59.3,25,40,0,0,201,42,34,55.3
Ryan Christie,Bournemouth,sct SCO,MF,28,37,35,"2,907",5,0,0,6,0,2.3,2.3,5.4,60,167,78,0.15,0.00,0.15,0.07,0.17,0.24,0.07,,,,,,,,,,,,,,,,0,43,13,30.2,1.33,0.40,0.00,0.00,20.0,0,0,0,2.3,2.3,0.05,-2.3,-2.3,988,1300,76.0,18802,5120,399,467,85.4,425,510,83.3,143,253,56.5,5,5.4,5.4,-0.4,55,118,42,7,167,1217,78,22,17,18,73,2,30,29,0,0,5,26,117,3.62,88,8,7,5,6,3,6,0.19,5,1,0,0,0,0,86,44,34,35,17,39,92,42.4,53,52,11,41,52,138,53,1,1737,88,339,876,564,69,1737,98,51,52.0,41,41.8,933,5769,2681,60,58,14,58,47,987,78,81,18,2,29,0,1.22,44,56,46.3,48.3,48,38,5,0,231,21,38,35.6
Ryan Gravenberch,Liverpool,nl NED,MF,21,26,12,"1,121",0,1,0,0,0,2.0,2.0,0.9,39,78,71,0.00,0.08,0.08,0.16,0.07,0.23,0.16,,,,,,,,,,,,,,,,1,23,8,34.8,1.85,0.64,0.04,0.13,20.6,0,0,0,2.0,2.0,0.09,-1.0,-1.0,415,504,82.3,5520,1719,263,302,87.1,122,140,87.1,8,12,66.7,0,0.9,1.4,-0.9,16,35,27,0,78,492,9,3,4,2,4,4,0,0,0,0,3,14,44,3.54,36,0,2,6,0,0,0,0.00,0,0,0,0,0,0,26,12,5,13,8,12,29,41.4,17,20,2,18,14,40,11,0,696,17,84,347,272,42,696,50,23,46.0,22,44.0,432,2458,1369,39,28,10,46,13,472,71,68,1,14,22,5,2.23,28,17,27.0,15.0,20,15,0,0,74,10,14,41.7
Ryan John Giles,Luton Town,eng ENG,"DF,MF",23,11,5,503,0,0,0,0,0,0.1,0.1,0.2,9,17,30,0.00,0.00,0.00,0.02,0.04,0.06,0.02,,,,,,,,,,,,,,,,0,2,2,100.0,0.36,0.36,0.00,0.00,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,140,218,64.2,2294,949,74,85,87.1,56,85,65.9,9,39,23.1,0,0.2,0.6,-0.2,5,10,10,6,17,157,61,6,0,0,49,41,14,6,8,0,0,8,12,2.15,8,3,1,0,0,0,0,0.00,0,0,0,0,0,0,8,6,4,3,1,2,7,28.6,5,2,0,2,4,12,22,0,273,20,81,74,119,4,273,8,4,50.0,3,37.5,116,517,241,9,5,2,7,1,129,30,81,2,6,17,9,0.64,5,14,5.3,13.3,2,2,0,0,21,3,0,100.0
Ryan Yates,Nott'ham Forest,eng ENG,MF,25,35,21,"1,992",1,1,0,6,0,2.6,2.6,0.8,18,73,37,0.05,0.05,0.09,0.12,0.04,0.16,0.12,,,,,,,,,,,,,,,,1,32,7,21.9,1.45,0.32,0.03,0.14,18.2,0,0,0,2.6,2.6,0.08,-1.6,-1.6,658,827,79.6,10590,2717,315,375,84.0,279,324,86.1,37,67,55.2,1,0.8,0.6,+0.2,7,59,10,0,73,749,75,26,2,0,6,2,0,0,0,0,3,23,30,1.36,22,0,0,5,3,0,4,0.18,3,0,0,1,0,0,66,39,39,21,6,19,34,55.9,15,42,15,27,21,87,44,1,1124,60,342,556,234,45,1124,9,4,44.4,4,44.4,457,2027,942,18,15,0,24,10,559,37,83,14,14,18,2,1.00,31,38,27.9,32.0,54,57,2,0,110,41,36,53.2
Rúben Dias,Manchester City,pt POR,DF,26,30,28,"2,559",0,0,0,0,0,1.4,1.4,0.3,34,173,16,0.00,0.00,0.00,0.05,0.01,0.06,0.05,,,,,,,,,,,,,,,,0,20,8,40.0,0.70,0.28,0.00,0.00,15.2,0,0,0,1.4,1.4,0.07,-1.4,-1.4,2469,2635,93.7,42764,13568,1039,1076,96.6,1256,1306,96.2,146,204,71.6,0,0.3,1.9,-0.3,7,220,12,3,173,2567,65,46,2,7,13,11,0,0,0,0,3,8,35,1.23,28,0,0,5,0,2,4,0.14,2,0,0,1,0,1,39,20,14,21,4,19,26,73.1,7,32,17,15,30,69,77,0,2877,231,1002,1600,282,34,2877,1,0,0.0,1,100.0,1996,10862,6693,34,70,1,10,7,2301,16,90,28,2,20,5,2.30,65,28,62.2,25.4,23,15,0,1,108,47,42,52.8
Sam Johnstone,Crystal Palace,eng ENG,GK,30,20,20,"1,796",0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27,1.35,67,41,62.7,5,6,9,6,30.0,2,2,0,0,0.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,343,599,57.3,11568,8793,45,46,97.8,143,147,97.3,155,401,38.7,0,0.0,0.0,0.0,0,13,0,0,0,408,186,45,0,3,0,0,0,0,0,0,5,0,2,0.10,1,1,0,0,0,0,1,0.05,0,1,0,0,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,5,0,640,539,637,3,0,0,640,0,0,N/a,0,N/a,350,2039,1281,0,0,0,0,0,287,0,90,19,0,N/a,4,1.05,21,27,25.2,26.3,1,0,0,0,13,2,1,66.7
Saman Ghoddos,Brentford,ir IRN,DF,29,19,7,739,0,1,0,5,0,0.3,0.3,1.1,22,36,31,0.00,0.12,0.12,0.04,0.13,0.17,0.04,,,,,,,,,,,,,,,,1,9,2,22.2,1.10,0.24,0.11,0.50,22.5,0,0,0,0.3,0.3,0.03,+0.7,+0.7,325,448,72.5,5565,1748,164,187,87.7,131,167,78.4,27,78,34.6,0,1.1,1.0,-1.1,9,29,10,4,36,370,74,15,0,3,42,34,24,10,10,0,4,8,20,2.44,10,5,1,0,3,1,0,0.00,0,0,0,0,0,0,28,19,19,7,2,17,31,54.8,14,9,2,7,5,33,12,0,542,12,139,223,184,10,542,13,3,23.1,8,61.5,282,1389,717,22,12,2,10,4,313,31,88,5,12,10,13,0.74,10,20,13.8,12.9,13,9,2,0,39,4,12,25.0
Sander Berge,Burnley,no NOR,MF,25,37,34,"3,005",2,1,0,10,1,1.9,1.9,2.4,64,164,29,0.06,0.03,0.09,0.06,0.07,0.13,0.06,,,,,,,,,,,,,,,,1,25,3,12.0,0.75,0.09,0.04,0.33,17.6,0,0,0,1.9,1.9,0.08,-0.9,-0.9,1376,1562,88.1,24429,5168,568,637,89.2,658,711,92.5,125,154,81.2,2,2.4,1.6,-0.4,29,129,16,1,164,1529,31,21,7,10,12,1,0,0,0,0,2,14,67,2.01,63,0,3,0,1,0,8,0.24,7,0,1,0,0,0,76,46,35,36,5,34,58,58.6,24,49,20,29,23,99,60,2,1887,133,494,997,414,41,1887,41,20,48.8,16,39.0,1076,6419,3091,64,57,9,23,23,1233,29,86,28,3,26,0,0.62,36,69,36.0,63.5,40,19,2,0,202,64,48,57.1
Sandro Tonali,Newcastle Utd,it ITA,MF,23,8,5,438,0,1,0,2,0,0.7,0.7,0.6,11,19,21,0.00,0.21,0.21,0.13,0.13,0.26,0.13,,,,,,,,,,,,,,,,1,3,2,66.7,0.62,0.41,0.33,0.50,15.8,0,0,0,0.7,0.7,0.22,+0.3,+0.3,241,280,86.1,3776,870,130,141,92.2,94,109,86.2,11,19,57.9,0,0.6,0.5,-0.6,7,16,4,2,19,276,4,0,0,5,11,2,2,0,2,0,0,3,12,2.47,10,1,0,0,1,0,3,0.62,2,0,0,0,1,0,7,7,4,2,1,3,9,33.3,6,3,0,3,2,9,4,0,307,5,60,179,70,8,307,6,3,50.0,2,33.3,191,965,409,11,4,1,4,2,257,21,74,1,3,22,1,1.63,11,5,10.1,6.3,9,6,0,0,20,1,0,100.0
Santiago Bueno,Wolves,uy URU,DF,24,12,9,822,0,0,0,1,0,0.0,0.0,0.1,3,11,2,0.00,0.00,0.00,0.00,0.01,0.01,0.00,,,,,,,,,,,,,,,,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,426,480,88.8,7158,2158,177,192,92.2,223,237,94.1,18,37,48.6,0,0.1,0.0,-0.1,2,16,0,0,11,468,12,7,0,1,2,2,0,0,0,0,0,5,5,0.55,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,13,7,5,7,1,5,11,45.5,6,22,12,10,6,19,33,0,566,77,301,250,18,1,566,1,1,100.0,0,0.0,330,1726,988,3,5,0,1,2,400,2,84,7,3,21,18,0.92,12,18,9.8,20.2,10,5,0,0,30,15,26,36.6
Sasa Kalajdzic,Wolves,at AUT,FW,26,11,1,166,0,2,0,0,0,1.1,1.1,1.0,1,5,9,0.00,1.08,1.08,0.57,0.52,1.09,0.57,,,,,,,,,,,,,,,,2,4,2,50.0,2.17,1.08,0.50,1.00,11.2,0,0,0,1.1,1.1,0.26,+0.9,+0.9,38,60,63.3,507,130,22,33,66.7,10,16,62.5,2,5,40.0,0,1.0,0.3,-1.0,4,1,2,0,5,59,1,0,0,0,1,0,0,0,0,0,0,0,5,2.71,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6,2,3,2,1,1,2,50.0,1,3,0,3,1,7,6,0,88,5,20,44,24,7,88,1,1,100.0,0,0.0,46,143,48,1,1,0,2,5,68,9,60,0,10,11,9,1.09,6,2,5.5,2.7,6,4,2,0,4,8,4,66.7
Saïd Benrahma,West Ham,dz ALG,"FW,MF",27,13,5,620,1,0,1,1,0,1.8,1.0,1.4,28,28,70,0.15,0.00,0.15,0.27,0.21,0.47,0.15,,,,,,,,,,,,,,,,0,18,5,27.8,2.61,0.73,0.00,0.00,19.8,0,0,1,1.8,1.0,0.06,-1.8,-1.0,193,257,75.1,2587,504,116,138,84.1,56,76,73.7,8,15,53.3,1,1.4,0.8,-0.4,11,11,11,2,28,253,2,2,5,0,17,0,0,0,0,0,2,9,26,3.77,23,0,3,0,0,0,1,0.15,1,0,0,0,0,0,8,4,5,3,0,4,15,26.7,11,8,0,8,5,13,7,0,355,11,65,128,168,35,354,38,14,36.8,21,55.3,238,1687,790,28,17,15,14,8,245,70,73,1,8,32,7,1.62,12,8,10.1,13.0,5,6,1,0,43,1,5,16.7
Saša Lukić,Fulham,rs SRB,MF,26,24,13,"1,122",0,1,0,3,0,1.6,1.6,0.8,12,43,27,0.00,0.08,0.08,0.13,0.06,0.19,0.13,,,,,,,,,,,,,,,,1,13,3,23.1,1.04,0.24,0.08,0.33,17.1,0,0,0,1.6,1.6,0.12,-0.6,-0.6,428,496,86.3,6753,1796,204,229,89.1,193,210,91.9,20,29,69.0,0,0.8,0.5,-0.8,11,31,5,0,43,472,21,15,4,1,4,0,0,0,0,0,3,7,27,2.17,19,0,1,6,0,1,0,0.00,0,0,0,0,0,0,33,19,9,17,7,18,39,46.2,21,18,5,13,16,49,19,1,625,36,167,361,109,23,625,8,5,62.5,3,37.5,342,1634,776,12,12,1,11,10,374,27,77,5,11,12,9,1.08,14,20,16.7,22.6,27,9,0,0,65,11,8,57.9
